segid,segstart,segend,verbatim,intended
507_060,645.36,649.53,so maybe this is uh a a positive thing i didn't get in,so maybe this is a positive thing i didn't get in
507_061,650.24,654.76,uh so that's a a very loaded question uh yeah,so that's a very loaded question yeah
507_062,655.11,668.87,um it's yeah it's i'm f um i had a hard um i'm doing a lot better with it now and so,i'm doing a lot better with it now and so
507_063,679.21,683.68,uh yeah just uh take time listen um,yeah just take time listen
507_064,683.69,700.2,make eye contact and um it's i i um y y you may you may feel a sense of discomfort to listen but uh you can get over it,make eye contact and you may feel a sense of discomfort to listen but you can get over it
507_065,700.25,707.32,uh it's e it's much easier to to f f for it's not on me to speak better it's on you to listen better,it's not on me to speak better it's on you to listen better
507_066,708.0,712.94,uh and treat everyone with di dignity and respect and yeah,and treat everyone with dignity and respect and yeah
507_067,716.69,717.11,sure,sure
508_000,12.7,13.01,cool,cool
508_001,13.32,17.68,um just like like present past or,just like like present past or
508_002,19.42,20.06,got it got it,got it
508_003,20.84,25.84,um well i mean i guess i'll start in the past uh,well i mean i guess i'll start in the past
508_004,25.94,31.31,i'm thirty four now but i first started stuttering when i was um seven years old,i'm thirty four now but i first started stuttering when i was seven years old
508_005,32.2,34.83,so i had two phases of stuttering actually um,so i had two phases of stuttering actually
508_006,34.87,36.06,from ages seven to ten,from ages seven to ten
508_007,36.89,38.92,and then i woke up one day and my stuttering was gone,and then i woke up one day and my stuttering was gone
508_008,40.01,43.12,um had i did not stutter until age thirteen,i did not stutter until age thirteen
508_009,43.37,46.96,and then literally woke up one day and it was back to where it was before,and then literally woke up one day and it was back to where it was before
508_010,47.31,58.54,so um definitely the impact of stuttering uh growing up was a lot different um just because i didn't know anyone else who stuttered,so definitely the impact of stuttering growing up was a lot different just because i didn't know anyone else who stuttered
508_011,59.33,67.44,uh i didn't know anyone who shared the same uh i don't know what you would call it like like dis or or struggle,i didn't know anyone who shared the same i don't know what you would call it like like struggle
508_012,67.94,80.4,um and then uh since at the time my stuttering originated uh with reading and so and then it obviously uh showed when i would speak to people too,and then since at the time my stuttering originated with reading and then it obviously showed when i would speak to people too
508_013,80.54,82.53,so uh but it was,
508_014,83.7,88.09,i couldn't tell if i was mild or i just was able to do things to kinda hide it,i couldn't tell if i was mild or i just was able to do things to kinda hide it
508_015,88.09,95.98,and so when i did see slps um they essentially told both my mother and i that hey there's nothing wrong with your son,and so when i did see slps they essentially told both my mother and i that hey there's nothing wrong with your son
508_016,96.41,98.58,there's no reason to bring him to speech therapy,there's no reason to bring him to speech therapy
508_017,99.5,107.91,and so imagine you know getting made fun of on uh on like a irregular basis whenever stuttering came out,and so imagine you know getting made fun of on like a irregular basis whenever stuttering came out
508_018,107.94,111.58,and then being told that hey there's nothing wrong with you at like professional,and then being told that hey there's nothing wrong with you at like professional
508_019,111.82,118.05,so um so stuttering definitely had a huge impact for i wanna say like two decades,so stuttering definitely had a huge impact for i wanna say like two decades
508_020,118.83,128.36,um and then shortly before i went to my first stuttering group um i kinda came to full acceptance of of myself as an individual,and then shortly before i went to my first stuttering group i kinda came to full acceptance of myself as an individual
508_021,129.06,140.35,and so probably by that time um like twenty eight twenty nine and onward uh stuttering it still would come out but it didn't have as much of an impact on me as as possible,and so probably by that time like twenty eight twenty nine and onward stuttering it still would come out but it didn't have as much of an impact on me as possible
508_022,141.33,151.76,um and uh fast forward from four years into since i've met my first person who stuttered and i've met a whole bunch of other people,and fast forward from four years into since i've met my first person who stuttered and i've met a whole bunch of other people
508_023,151.76,162.99,and so um i think now stuttering is impactful in the other direction of just it i i do come across people who stutter more often,and so i think now stuttering is impactful in the other direction of just i do come across people who stutter more often
508_024,163.66,166.79,but i think it's turned into shaping how other people feel about it,but i think it's turned into shaping how other people feel about it
508_025,166.79,169.83,and helping them feel comfortable and acceptable about who they are,and helping them feel comfortable and acceptable about who they are
508_026,171.9,172.99,i should be looking here,i should be looking here
508_027,173.24,173.71,not at you,not at you
508_028,175.22,175.49,yeah,yeah
508_029,182.95,184.18,ooh what causes stuttering,ooh what causes stuttering
508_030,184.18,189.03,well i think it's definitely genetic because my dad has a stutter,well i think it's definitely genetic because my dad has a stutter
508_031,190.19,195.38,um i confirmed that with him i wanna say maybe a year ago,i confirmed that with him i wanna say maybe a year ago
508_032,196.67,201.02,and so his um speech pattern is like mine,and so his speech pattern is like mine
508_033,202.34,207.46,uh it was hard for me to detect because he also didn't grow up in the us,it was hard for me to detect because he also didn't grow up in the us
508_034,207.46,208.31,he grew up in the philippines,he grew up in the philippines
508_035,208.32,210.26,so english is a second language,so english is a second language
508_036,210.93,219.04,um but i could tell when he speaks his native tongue uh sh s he still shows like the same characteristics,but i could tell when he speaks his native tongue he still shows like the same characteristics
508_037,219.19,220.6,and so i definitely think it's that,and so i definitely think it's that
508_038,221.39,229.43,um and then for other people i've met where maybe if it doesn't if they don't have any family lineage of stuttering,and then for other people i've met where maybe if they don't have any family lineage of stuttering
508_039,229.55,248.06,i think it's definitely um i mean i'm like i don't work in the field and i guess i'm pretty conscious about like the terminology i use but just kind of like it is uh from what i can assess of it it is it is a disorder that the brain has and that impacts everything else,i mean like i don't work in the field and i guess i'm pretty conscious about like the terminology i use like it is from what i can assess of it it is a disorder that the brain has and that impacts everything else
508_040,248.14,255.69,and so um and during my lived experience i think of just uh waking up one day and having stuttering be there,and during my lived experience i think of just waking up one day and having stuttering be there
508_041,256.65,259.14,uh waking up one day and having stuttering be gone,waking up one day and having stuttering be gone
508_042,259.49,264.94,it kinda has its its own timing and its own pace that's not dictated by anything that i could consciously do,it kinda has its own timing and its own pace that's not dictated by anything that i could consciously do
508_043,265.52,276.05,and so that's that's why i think it's like a brain disorder that kinda it can just turn itself on and off uh you know well like like as i speak word by word,and so that's why i think it's like a brain disorder it can just turn itself on and off you know well like like as i speak word by word
508_044,276.05,280.28,but also on the macro level of having these stages of stuttering,but also on the macro level of having these stages of stuttering
508_045,291.01,294.1,so i went to therapy twice,so i went to therapy twice
508_046,295.12,297.48,um the first time when i was seven,the first time when i was seven
508_047,297.75,298.74,my mom actually took me,my mom actually took me
508_048,298.74,300.94,i didn't even know uh we went to therapy,i didn't even know we went to therapy
508_049,301.74,309.65,um so i don't remember but i remember my mom telling me about that experience because uh the slp talked to her afterwards,so i don't remember but i remember my mom telling me about that experience because the slp talked to her afterwards
508_050,309.72,321.38,and she said that the slp tried to uh play games with me have me read books um have me point at things in the room and t and and tell them what they are,and she said that the slp tried to play games with me have me read books have me point at things in the room and tell them what they are
508_051,321.7,330.82,basically anything um to get me talking in in every single way just to see if there is a pattern that she can detect on like a certain activity,basically anything to get me talking in every single way just to see if there is a pattern that she can detect on like a certain activity
508_052,331.76,336.66,and i was basically fluent in in all of that so,and i was basically fluent in all of that so
508_053,337.83,342.03,and then when it my stuttering came back at thirteen i also went to a speech therapist again,and then my stuttering came back at thirteen i also went to a speech therapist again
508_054,342.95,351.93,um that one i do remember because i went into this uh speech therapist's office and she was asking me,that one i do remember because i went into this speech therapist's office and she was asking me
508_055,352.02,355.57,at that time i could actually tell her about my stuttering and how it came back,at that time i could actually tell her about my stuttering and how it came back
508_056,356.2,359.28,and so she again had me go through a series of things,and so she again had me go through a series of things
508_057,359.9,365.99,um went through it in a very organic way because i kinda forgot that i was seeing a speech therapist which was good um,went through it in a very organic way because i kinda forgot that i was seeing a speech therapist which was good
508_058,366.85,371.86,but again she had she did not detect anything um in any activity,but again she did not detect anything in any activity
508_059,372.59,380.55,although the only thing that she said was when i was reading she told me that at times i was reading too fast,although the only thing that she said was when i was reading she told me that at times i was reading too fast
508_060,382.0,392.01,and it wasn't she didn't feel like it was because of stuttering but just um for some reason i was just having a faster speed on reading,and she didn't feel like it was because of stuttering but just for some reason i was just having a faster speed on reading
508_061,392.68,396.14,and so she had told me to slow down,and so she had told me to slow down
508_062,396.36,398.06,and i don't know if that was for speech or for what,and i don't know if that was for speech or for what
508_063,398.11,400.77,but that was the only feedback that i got from her,but that was the only feedback that i got from her
508_064,401.62,410.59,um and so i think that like while it wasn't directed towards my stuttering per se,and so i think that like while it wasn't directed towards my stuttering per se
508_065,410.59,415.17,i feel like it did help me read more effectively like out loud,i feel like it did help me read more effectively like out loud
508_066,415.86,421.93,just because i knew that i could trust in in talking slower and and feeling comfortable with that,just because i knew that i could trust in talking slower and feeling comfortable with that
508_067,422.84,430.62,uh 'cause oftentimes i've i would feel like uh like if i wasn't doing something fast enough it would be like go faster go faster go faster,'cause oftentimes i would feel like if i wasn't doing something fast enough it would be like go faster
508_068,431.24,436.59,um like maybe that was a a product of either the class i was in or the environment i was raised in,like maybe that was a product of either the class i was in or the environment i was raised in
508_069,436.7,443.84,and so actually being able to told to like slow down but maybe slow down to a normal pace was was extremely helpful,and so actually being told to like slow down but maybe slow down to a normal pace was extremely helpful
508_070,457.94,461.76,uh f you said effective communication right,you said effective communication right
508_071,462.33,464.45,successful communication,successful communication
508_072,465.96,477.75,um i think i think communication is successful when when the two or multiple parties can comprehend each other,i think communication is successful when the two or multiple parties can comprehend each other
508_073,479.21,485.38,and so like if if there's understanding with what's said no matter how it's said,and so like if there's understanding with what's said no matter how it's said
508_074,485.95,487.45,i think that's good communication,i think that's good communication
508_075,488.41,498.78,um and i say that grown from a household where my parents spoke a different first language than i did,and i say that grown from a household where my parents spoke a different first language than i did
508_076,499.45,511.23,um you know it it's definitely different speaking i think sometimes like ninety percent of the time i'm speaking f to another person who speaks english as their first language,you know it's definitely different speaking i think sometimes like ninety percent of the time i'm speaking to another person who speaks english as their first language
508_077,511.24,517.58,and so uh i've noticed that sometimes i can i can even communicate more effectively now with my parents,and so i've noticed that sometimes i can even communicate more effectively now with my parents
508_078,518.19,522.01,because of the level or like the type of words that i know that they'll understand,because of the like the type of words that i know that they'll understand
508_079,522.71,531.0,versus maybe talking to someone who speaks english because i'm like oh i need to use larger vo vocabulary or different sentence structure or something different,versus maybe talking to someone who speaks english because i'm like oh i need to use larger vocabulary or different sentence structure or something different
508_080,531.09,539.96,and so um so yeah i think u uh successful communication can look very very differently between who you're talking with and and what their background is,and so yeah i think u successful communication can look very very differently between who you're talking with and what their background is
508_081,548.21,556.77,i would've got better grades i'll tell you that um because uh uh i was basically a straight a student until second grade,i would've got better grades i'll tell you that because i was basically a straight a student until second grade
508_082,556.79,560.12,and then uh my participation grade started to drop,and then my participation grade started to drop
508_083,560.68,563.25,um just because i was more shy in the classroom,just because i was more shy in the classroom
508_084,563.99,571.43,um definitely had a lot of avoidance when it came to um you know raising my hand or or participating,definitely had a lot of avoidance when it came to you know raising my hand or participating
508_085,571.44,583.24,and and when you look at you know the teacher's curriculum at the time it's like well uh you know a percentage of your of your class is on tests or homework or then there's class participation,and when you look at you know the teacher's curriculum at the time it's like well you know a percentage of your class is on tests or homework or then there's class participation
508_086,583.24,590.71,and so you know in my mind i was like hey uh like an a or well a b is like eighty percent right,and so you know in my mind i was like hey like well a b is like eighty percent right
508_087,590.71,595.48,so if i get if i try to get over ninety percent on everything else but this one thing maybe it won't be so bad,so if i try to get over ninety percent on everything else but this one thing maybe it won't be so bad
508_088,595.72,605.26,but then um but then that also maybe without stuttering it would've also changed the pressure that um was put on uh by both myself and my parents,but then but then that also maybe without stuttering it would've also changed the pressure that was put on by both myself and my parents
508_089,605.26,608.74,because then they're like hey why are why are you lacking in this,because then they're like hey why are you lacking in this
508_090,609.55,612.88,and stuttering wasn't something to be talked about at home,and stuttering wasn't something to be talked about at home
508_091,613.4,618.67,it was always something um that was meant to be uh corrected,it was always something that was meant to be corrected
508_092,619.77,623.93,um so i think i think there still would've been pressure,so i think there still would've been pressure
508_093,623.99,625.28,it would've been from another avenue,it would've been from another avenue
508_094,625.64,631.83,but i think there was pressure on stuttering that you know i don't know what those ave what those other avenues would've been,but i think there was pressure on stuttering that you know i don't know what those other avenues would've been
508_095,631.37,635.63,um so there's that,so there's that
508_096,635.63,642.95,and then just socially i mean you know i probably would've had maybe a different set of friends or maybe would've uh branched out more,and then just socially i mean you know i probably would've had maybe a different set of friends or maybe would've branched out more
508_097,643.86,650.38,um i think stuttering definitely does have its its role there and kind of if you're not sure like you're not gonna go talk to someone,i think stuttering definitely does have its role there and kind of if you're not sure like you're not gonna go talk to someone
508_098,651.08,659.24,um especially especially in in school where it's like like like whatever you're presented with like you think that's the world,especially in school where it's like like like whatever you're presented with like you think that's the world
508_099,659.71,665.58,and so you know if you feel like you can't even navigate through that then it's easy to get down upon yourself,and so you know if you feel like you can't even navigate through that then it's easy to get down upon yourself
508_100,665.58,670.0,so it it probably would've even helped with my uh my self assurance my self esteem,so it probably would've even helped with my self assurance my self esteem
508_101,670.52,679.17,um but you know again you know maybe that would've made issues in other areas so yeah,but you know again you know maybe that would've made issues in other areas so yeah
508_102,688.68,698.49,man i think for um students just uh you know i i i went to a workshop earlier talking about resiliency,man i think for students just you know i went to a workshop earlier talking about resiliency
508_103,698.67,702.09,and um think for students like you're more resilient than you think,and think for students like you're more resilient than you think
508_104,703.17,711.93,um you know like we i guess even adults say life is a rollercoaster but even school can be a rollercoaster,you know like i guess even adults say life is a rollercoaster but even school can be a rollercoaster
508_105,712.61,715.72,and within that like stuttering can be a rollercoaster in in and of itself,and within that like stuttering can be a rollercoaster in and of itself
508_106,715.72,717.99,so there's gonna be good good and bad moments with it,so there's gonna be good and bad moments with it
508_107,718.76,730.02,um and definitely ask your parents to find or if you already have it you know find a support group or at least meet another person who stutters,and definitely ask your parents to find or if you already have it you know find a support group or at least meet another person who stutters
508_108,730.17,732.49,to find find your tribe,to find your tribe
508_109,732.5,733.6,find something in common,find something in common
508_110,734.29,737.93,um you know everyone talks about therapy,you know everyone talks about therapy
508_111,737.93,741.98,but therapy can be done on your own even outside of the the therapy room,but therapy can be done on your own even outside of the therapy room
508_112,742.22,744.51,um you know community is a is a big part of it,you know community is a big part of it
508_113,745.83,750.74,um and i think that even extends out too to to everyone else,and i think that even extends out to everyone else
508_114,750.78,755.11,like um for parents or for people who are not uh people who stutter,like for parents for people who are not people who stutter
508_115,755.36,761.58,um you know if you're if you're in a room with a bunch of people who stutter or if you're at conferences or workshops with people who stutter,you know if you're in a room with a bunch of people who stutter or if you're at conferences or workshops with people who stutter
508_116,761.58,764.94,like you're already doing more way more than the average person does,like you're already doing more way more than the average person does
508_117,765.87,769.06,um and what was what was the last bit to that,and what was the last bit to that
508_118,774.82,775.95,oh yeah yeah so,oh yeah so
508_119,775.95,784.17,i mean that's that's really the best way of just like i would guess like maintaining your excitement,i mean that's really the best way of just like i would guess like maintaining your excitement
508_120,784.18,789.48,because i feel like oftentimes people will have good intentions but um but you don't know what to do,because i feel like oftentimes people will have good intentions but you don't know what to do
508_121,789.48,792.68,but i feel like you know step one meet people who stutter first,but i feel like you know step one meet people who stutter first
508_122,793.59,796.36,step two go ahead and educate yourself at the workshops,step two go ahead and educate yourself at the workshops
508_123,796.58,798.03,you know know the terminology,you know know the terminology
508_124,798.63,800.05,um know what people struggle with,know what people struggle with
508_125,801.0,806.63,um three like never forget that yes like there are people who stutter but they're more than just their stutter too,three like never forget that yes like there are people who stutter but they're more than just their stutter too
508_126,806.63,807.79,like they are actual people,like they are actual people
508_127,808.1,815.94,and so um you know maybe you know then obviously like they're not gonna be used to someone who stutters,and so you know you know then obviously like they're not gonna be used to someone who stutters
508_128,816.08,818.13,maybe someone who's stuttering is okay with who they are,maybe someone who's stuttering is okay with who they are
508_129,818.18,821.0,but they need they need guidance or help in other areas,but they need guidance or help in other areas
508_130,821.74,826.87,um and then uh four just knowing your capacity is,and then four just knowing your capacity is
508_131,826.87,827.93,knowing your skills are,knowing your skills are
508_132,828.13,839.26,um maybe maybe you're not as social of a person so you're not gonna be out there wearing a t shirt um like of like a stuttering org or anything stuttering related,maybe you're not as social of a person so you're not gonna be out there wearing a t shirt like a stuttering org or anything stuttering related
508_133,839.3,845.59,but maybe you have like more behind the scenes skills of helping i don't know,but maybe you have like more behind the scenes skills of helping i don't know
508_134,845.85,850.63,maybe helping run like an office or a virtual office and helping a a stuttering organization run that way,maybe helping run like an office or a virtual office and helping a stuttering organization run that way
508_135,851.31,854.38,um but there's kind of like skill set and what you're comfortable with,but there's kind of like skill set and what you're comfortable with
508_136,854.39,857.27,so i feel like if you feel good with what you're doing,so i feel like if you feel good with what you're doing
508_137,857.28,858.98,if you feel good with who whom you're working with,if you feel good with whom you're working with
508_138,859.66,866.98,um and you feel passionate about it then you know i i would say that's probably the best way to help help people who stutter,and you feel passionate about it then you know i would say that's probably the best way to help people who stutter
508_139,867.39,875.33,um it's no different than helping any other you know struggle or or org or you know what or what have you so,it's no different than helping any other you know struggle or org you know or what have you so
50fb_000,25.93,50.12,uh m m my stutter uh d does not impact my daily life i uh i uh l l f uh life life all that much,my stutter does not impact my daily life life all that much
50fb_001,50.12,57.82,right now m uh in uh uh,right now
50fb_002,57.92,68.38,in that i'm f i'm i'm i'm i'm i'm uh i'm i'm uh i'm uh uh very happy,in that i'm very happy
50fb_003,68.85,73.47,with my my work situation uh,with my work situation
50fb_004,74.15,80.3,i've got a a a a uh a b b bunch of friends,i've got bunch of friends
50fb_005,80.56,91.06,b b both from where i currently live and from all of the places that i've previously lived,both from where i currently live and from all of the places that i've previously lived
50fb_006,91.92,98.9,and uh uh and i keep up a social schedule that would kill a horse,and i keep up a social schedule that would kill a horse
50fb_007,108.61,127.26,um uh f f from what i've read it's uh a uh l uh the root cause uh is neurological,from what i've read it's the root cause is neurological
50fb_008,129.75,150.95,and uh m uh uh m uh and it may be that we uh uh uh uh uh uh uh uh uh process language in a a different part of the brain,and it may be that we process language in a different part of the brain
50fb_009,151.53,154.08,th that hasn't been optimized for it,that hasn't been optimized for it
50fb_010,154.96,180.03,uh m uh uh there uh there the the uh the the there there's a there's there's a al also some work work work work uh work work work work work in investigating the basal ganglia,there's also some work investigating the basal ganglia
50fb_011,180.75,188.74,and and a a a and the the the dopamine levels,and the dopamine levels
50fb_012,191.57,195.85,and m and for the record this is not my field at all,and for the record this is not my field at all
50fb_013,210.46,223.81,uh uh uh back in the late eighties and early nineties i went through the the fluency shaping wars,back in the late eighties and early nineties i went through the fluency shaping wars
50fb_014,224.3,225.68,several times,several times
50fb_015,226.95,243.61,and uh uh uh and my a my my my my first round of therapy was a three week intensive program,and my first round of therapy was a three week intensive program
50fb_016,244.41,250.04,i came into there like this out of there like this,i came into there like this out of there like this
50fb_017,250.27,257.02,and four months later i was in in the sub basement,and four months later i was in the sub basement
50fb_018,259.18,288.76,so so uh uh uh uh uh so that huge hu hu huge whiplash from going in so low,so that huge whiplash from going in so low
50fb_019,290.2,291.53,leaving fluent,leaving fluent
50fb_020,291.97,309.56,and then four months later being b uh b b uh b uh uh n uh uh uh uh uh uh b being even worse than my original entry point hurt,and then four months later being even worse than my original entry point hurt
50fb_021,310.75,320.32,and and tha that was was was d d d d d d h h difficult to to deal with,and that was difficult to deal with
50fb_022,337.03,346.32,uh uh a a uh uh the classic pre precision fluency shaping,the classic precision fluency shaping
50fb_023,348.16,355.36,where they slow your speech down to two seconds a syllable,where they slow your speech down to two seconds a syllable
50fb_024,357.16,363.56,and and then you relearn all of the targets,and then you relearn all of the targets
50fb_025,363.95,371.09,such as prolongation soft contact and easy onset uh,such as prolongation soft contact and easy onset
50fb_026,371.89,382.69,so for example i would be speaking like that uh uh,so for example i would be speaking like that
50fb_027,383.23,395.17,and then they they gradually speed you up to one second a syllable,and then they gradually speed you up to one second a syllable
50fb_028,397.32,399.2,half a second a syllable,half a second a syllable
50fb_029,399.59,402.69,and then something called slow normal,and then something called slow normal
50fb_030,404.21,417.07,uh uh uh uh uh n and even slow normal is still noticeably slower than most people's speech rates,and even slow normal is still noticeably slower than most people's speech rates
50fb_031,437.23,449.86,uh uh uh are you you uh are you you you you talking about therapy in general,are you talking about therapy in general
50fb_032,450.29,458.93,or or or or n or or or just this particular fluency shaping,or just this particular fluency shaping
50fb_034,472.62,488.69,the the fluency shaping gains a a a g gains are almost impossible to both transfer and maintain,the fluency shaping gains are almost impossible to both transfer and maintain
50fb_035,490.2,516.45,uh uh uh uh uh m uh uh uh y b because what they a a a n a w what they ask of you is to learn this artificial uh uh l m l l speaking style,because what they ask of you is to learn this artificial speaking style
50fb_036,518.44,523.3,that does not match your usual style,that does not match your usual style
50fb_037,524.31,528.54,so that is very difficult uh uh uh,so that is very difficult
50fb_038,530.56,541.42,and then what you are expected to do is to monitor every single syllable that you say for the rest of your life,and then what you are expected to do is to monitor every single syllable that you say for the rest of your life
50fb_039,541.96,545.49,and nobody can do that,and nobody can do that
50fb_040,552.99,566.79,,
50fb_041,567.67,578.77,and then you um you try to transfer them to and maintain them in the outside world,and then you try to transfer them to and maintain them in the outside world
50fb_042,579.46,596.52,and uh uh uh and even though some people al uh al uh uh al n h have been able to do that spectacularly well,and even though some people have been able to do that spectacularly well
50fb_043,597.89,602.43,the great majority of people will not be able to,the great majority of people will not be able to
50fb_044,604.18,612.65,so uh uh uh uh s so that's the single biggest,so that's the single biggest
50fb_045,613.12,635.5,as uh uh as uh as to as to criticism that i have because it just does not transfer to the outside world,as to criticism that i have because it just does not transfer to the outside world
50fb_046,641.07,677.46,and that and uh and uh and the the new therapy styles uh uh uh style uh uh uh uh th seem to to to to to seem to to to be a a d different paradigm uh,and the new therapy style seem to be a different paradigm
50fb_047,678.8,683.69,in that the goal is not making you fluent,in that the goal is not making you fluent
50fb_048,684.14,689.6,the goal is making you an an easier stutterer,the goal is making you an easier stutterer
50fb_049,694.49,701.55,which is a a very different mindset,which is a very different mindset
50fb_050,702.14,722.59,and uh and and uh uh uh and n a and what they they they they uh the the they they seem to focus on,and what they seem to focus on
50fb_051,722.82,736.53,although uh uh uh uh although uh uh o m o all i know is from just talking to people,although all i know is from just talking to people
50fb_052,736.54,742.78,rather than any y y personal experience uh uh,rather than any personal experience
50fb_053,742.78,757.32,seems to be working with your existing style of speech,seems to be working with your existing style of speech
50fb_054,760.63,788.69,and and and and and and and and and m making you you you a a a a better er er er communicator,and making you a better communicator
50fb_055,789.19,792.64,although not necessarily a fluent one,although not necessarily a fluent one
50fb_056,818.5,831.58,um uh uh uh uh uh basically not being afraid of speaking up,basically not being afraid of speaking up
50fb_057,832.5,851.58,and a and being b uh uh being able uh to get your y y your point across,and being able to get your point across
50fb_058,851.6,856.9,in a relatively clear and efficient manner,in a relatively clear and efficient manner
50fb_059,860.44,863.89,not necessarily a fluent one,not necessarily a fluent one
50fb_060,865.92,897.03,and and and uh uh and a a p a positive experience is being able to to talk to my coworkers ers and discuss very nasty technical problems with them uh uh uh uh,and a positive experience is being able to talk to my coworkers and discuss very nasty technical problems with them
50fb_061,897.05,918.01,and and have the information transfer be p p be complete uh uh uh uh and,and have the information transfer be complete
50fb_062,918.67,928.46,and uh and and also being able to have good long conversations with my friends,and also being able to have good long conversations with my friends
50fb_063,946.78,948.99,honestly can't think of anything,honestly can't think of anything
50fb_064,975.61,982.9,um uh be patient,be patient
50fb_065,984.39,986.68,let the person start,let the person start
50fb_066,987.31,989.09,and finish their thought,and finish their thought
50fb_067,989.35,991.29,do not interrupt them,do not interrupt them
50fb_068,991.88,998.61,uh m uh d uh uh do not uh uh do not talk over them,do not talk over them
50fb_069,999.29,1004.23,uh uh d do not fill in their words,do not fill in their words
50fb_070,1005.49,1015.66,uh uh uh do not not uh uh uh not tell them to just relax,do not tell them to just relax
50fb_071,1015.84,1019.11,and it will all be fine uh uh,and it will all be fine
50fb_072,1020.0,1025.27,because those are two sure fire ways of getting yourself killed,because those are two sure fire ways of getting yourself killed
50fb_073,1026.15,1029.31,in a very ugly and gory fashion,in a very ugly and gory fashion
50fb_074,1031.39,1048.51,and uh uh and uh and if you're you are are speaking on the phone with somebody who stutters for god's sakes don't hang up,and if you are speaking on the phone with somebody who stutters for god's sakes don't hang up
54f_000,20.04,20.07,okay,okay
54f_001,20.49,27.89,i have been a covert person who who who stutters,i have been a covert person who stutters
54f_002,29.9,33.86,since i was s seven years old,since i was seven years old
54f_003,36.11,41.2,um pri pri primarily as a as a as a child,primarily as a child
54f_004,41.96,66.85,i i would i would i would i would ask the the teacher if i could use the girl's room to avoid uh eh eh english class re reading class hoping that by the t t time i got back it would be over,i would ask the teacher if i could use the girl's room to avoid english class reading class hoping that by the time i got back it would be over
54f_005,68.17,83.3,um as i got older i did so many things to avoid st s stuttering,as i got older i did so many things to avoid stuttering
54f_006,84.07,88.16,mainly was rehearsal,mainly was rehearsal
54f_007,89.7,95.65,i would re rehearse e everything sometimes,i would rehearse everything sometimes
54f_008,95.99,98.71,that i want want wanted to say,that i wanted to say
54f_009,99.75,100.49,all day long,all day long
54f_010,101.51,104.0,it was exhausting,it was exhausting
54f_011,105.75,114.39,um if i felt if if i did did stutter i would oh i would turn my head um,if i did stutter i would oh i would turn my head
54f_012,114.55,115.73,close my eyes,close my eyes
54f_013,116.12,121.25,those kind of se se secondary char characteristics,those kind of secondary characteristics
54f_014,122.83,133.21,um my first conference here uh was actually chicago in two thousand and five,my first conference here was actually chicago in two thousand and five
54f_015,133.94,139.11,i went to the co covert workshop,i went to the covert workshop
54f_016,140.56,149.75,as a speech pathologist i never knew what what i was doing had a name,as a speech pathologist i never knew what i was doing had a name
54f_017,151.94,156.98,so i went and i heard all the stories,so i went and i heard all the stories
54f_018,157.88,163.71,and so so so so many of 'em were my story,and so many of 'em were my story
54f_019,165.47,177.4,and i stood up a and just s expressed how incre incredible the work work workshop was,and i stood up and just expressed how incredible the workshop was
54f_020,178.36,181.97,and the emotions just flowed,and the emotions just flowed
54f_021,183.41,192.99,and sin sin since then i've been trying to be more opened with my s stuttering,and since then i've been trying to be more opened with my stuttering
54f_022,193.04,196.76,talk t t talking about it for the first,talking about it for the first
54f_023,199.35,213.39,and sometimes i'm good at it sometimes the covert um tr tr tricks of the trade kick in,and sometimes i'm good at it sometimes the covert tricks of the trade kick in
54f_024,214.09,217.25,just because i've been d d d doing it so long,just because i've been doing it so long
54f_025,220.0,238.84,um one qu qu quick example when i was when i was waiting for my airplane on um wednesday i hoo i started t t t t t t t talking with this with this couple,one quick example when i was waiting for my airplane on wednesday i started talking with this couple
54f_026,239.57,242.66,and they we talked uh talked t talked about where we were going,and we talked about where we were going
54f_027,242.66,247.26,what and i really opened up,and i really opened up
54f_028,247.95,251.06,and said i was going to this conference,and said i was going to this conference
54f_029,251.41,253.76,they asked what,they asked what
54f_030,253.77,258.46,and i said the na national stuttering association,and i said the national stuttering association
54f_031,258.99,263.86,and i said i'm a per person who stutters,and i said i'm a person who stutters
54f_032,263.55,272.97,and that for me that's like a very um and just so sometimes so rare,and for me that's like sometimes so rare
54f_033,274.62,276.22,you asked about family,you asked about family
54f_034,277.03,281.47,family was very very very d d difficult,family was very difficult
54f_035,282.29,285.34,i first started st st stuttering at age seven,i first started stuttering at age seven
54f_036,286.51,288.35,and and that was a long time ago,and that was a long time ago
54f_037,289.38,301.58,and back back back then they thought i had i had a learning disability rather than than s stuttering,and back then they thought i had a learning disability rather than stuttering
54f_038,302.25,306.44,i was it was my turn to read in the circle,it was my turn to read in the circle
54f_039,307.81,317.4,and when it came to me i just couldn't say one one of the words,and when it came to me i just couldn't say one of the words
54f_040,318.44,322.44,uh and they thought um i didn't know it,and they thought i didn't know it
54f_041,323.69,327.28,i knew it i just cou cou cou couldn't say it,i knew it i just couldn't say it
54f_042,328.19,333.2,um so that's what they thought,so that's what they thought
54f_043,333.72,341.77,and i i never really t t t talked about talk talked about it with my family,and i never really talked about it with my family
54f_044,342.69,345.32,it just it just didn't happen,it just didn't happen
54f_045,346.74,352.74,and with two f former husbands,and with two former husbands
54f_046,353.15,356.18,they they they they never really knew,they never really knew
54f_047,357.0,366.32,definitely my first husband my second husband did later on in in in our marriage,definitely my first husband my second husband did later on in our marriage
